period,country,sex,agecode,age,pi,LE,HLE,u,rho,lx,Lx
2014 to 2016,Scotland,Female,12,50 to 54,0.752608364652251,32.857142857142854,20.7,4.608024632673519,1.0018582626119938,0.9611425759726799,4.428968665593389
2014 to 2016,Scotland,Female,13,55 to 59,0.719533588705303,28.19672131147541,17.2,4.353576797076865,1.0048182331067959,0.9629286312864054,4.192183746409478
2014 to 2016,Scotland,Female,14,60 to 64,0.686884698742183,23.728813559322035,14.0,5.610325073365214,0.9140859055978214,0.9675682458971512,5.428372390148786
2014 to 2016,Scotland,Female,15,65 to 69,0.650316767706479,19.821428571428573,11.1,4.942310772456327,0.9388014801732488,0.884440496278593,4.371179792354311
2014 to 2016,Scotland,Female,16,70 to 74,0.607986373192589,15.849056603773585,8.4,4.403071277014053,0.9381955185868469,0.8303140470315059,3.6559319313857195
2014 to 2016,Scotland,Female,17,75 to 79,0.558059909228628,12.2,6.1,4.9765495791172,0.7911398080014495,0.7789969179446673,3.87671678413113
2014 to 2016,Scotland,Female,18,80 to 84,0.503473809305305,9.130434782608695,4.2,4.375233313823825,0.7396980062554241,0.616295472096465,2.6964364806752354
2014 to 2016,Scotland,Female,19,85 to 89,0.449599186557762,6.428571428571429,2.7,3.2359022663879964,0.7324358666185522,0.4558725319740005,1.4751589593987027
2014 to 2016,Scotland,Female,20,90+,0.386349078410474,4.358974358974359,1.7,4.358974358974359,0.0,0.3338973930239707,1.4554501747198723
2014 to 2016,Scotland,Male,1,<1,0.951497726501526,76.79012345679013,62.2,5.0687310780215995,0.9344806824595249,1.0,5.0687310780215995
2014 to 2016,Scotland,Male,2,01 to 04,0.948459635219077,76.75,61.4,0.0,1.0641247833622183,0.9344806824595249,0.0
2014 to 2016,Scotland,Male,3,05 to 09,0.944836886874096,72.125,57.7,4.658127753411051,1.0056382844302882,0.9944040537784198,4.632061121009713
2014 to 2016,Scotland,Male,4,10 to 14,0.938920532230981,67.0886075949367,53.0,7.943215275121219,0.9428975587216961,1.000010786672254,7.943300955981035
2014 to 2016,Scotland,Male,5,15 to 19,0.928826102830156,62.72727272727273,48.3,3.7154961037262026,1.023948635477063,0.9429077294486312,3.50336999493971
2014 to 2016,Scotland,Male,6,20 to 24,0.913668129908986,57.63157894736842,43.8,3.5212462548094052,1.0326399368808974,0.9654890829497017,3.399724817396004
2014 to 2016,Scotland,Male,7,25 to 29,0.898118467113453,52.39999999999999,39.3,6.233699473911912,0.9628971252584085,0.9970025856763755,6.215014493819638
2014 to 2016,Scotland,Male,8,30 to 34,0.880123556446132,47.945205479452056,35.0,5.636515774890157,0.9752977172155503,0.9600109236229821,5.411116715067808
2014 to 2016,Scotland,Male,9,35 to 39,0.859083581953304,43.38028169014085,30.8,5.131223409038164,0.9847705303716736,0.9362964623114864,4.804346325212318
2014 to 2016,Scotland,Male,10,40 to 44,0.835068246873159,38.84057971014493,26.8,4.706002571165655,0.9943550731789614,0.9220371637756042,4.3391092634382815
2014 to 2016,Scotland,Male,11,45 to 49,0.807195661519118,34.32835820895522,23.0,4.3675961381135515,1.0090412096397454,0.9168323314598129,4.004353350181522
2014 to 2016,Scotland,Male,12,50 to 54,0.773073362958008,29.692307692307693,19.3,5.8192308155769155,0.9308998530549109,0.9251216047730376,5.383496150651228
2014 to 2016,Scotland,Male,13,55 to 59,0.734192073645875,25.64516129032258,15.9,3.822157388818489,1.031008058338776,0.861195565941144,3.291624995579664
2014 to 2016,Scotland,Male,14,60 to 64,0.689035084093407,21.166666666666668,12.7,5.334561695287363,0.9115454377460812,0.8878995682909422,4.736555026267046
2014 to 2016,Scotland,Male,15,65 to 69,0.652162938336802,17.36842105263158,9.9,4.645497339008136,0.9160505073808879,0.8093608006523234,3.759883445727863
2014 to 2016,Scotland,Male,16,70 to 74,0.609273896831518,13.88888888888889,7.5,5.084064645485547,0.8152615040188279,0.7414153720917626,3.769403680871242
2014 to 2016,Scotland,Male,17,75 to 79,0.558644710685904,10.8,5.4,3.655040413500056,0.9076029745013443,0.6044474113542093,2.2092797163351277
2014 to 2016,Scotland,Male,18,80 to 84,0.501966873399745,7.872340425531915,3.7,4.375535606113923,0.6265108634790568,0.548598268474718,2.400411257163574
2014 to 2016,Scotland,Male,19,85 to 89,0.444514922135857,5.5813953488372094,2.4,4.095315653154757,0.36223192582259783,0.34370277488521106,1.4075713540201307
2014 to 2016,Scotland,Male,20,90+,0.389205924345039,4.102564102564102,1.6,4.102564102564102,0.0,0.12450011805724082,0.5107697151066289
2014 to 2016,United Kingdom,Female,1,<1,0.938010221354243,82.85714285714286,63.8,2.842170943040401e-14,1.0110935023771788,1.0,2.842170943040401e-14
2014 to 2016,United Kingdom,Female,2,01 to 04,0.936318354119476,81.94805194805195,63.1,4.6477323564694615,0.9890276580741194,1.0110935023771788,4.699291986414446
2014 to 2016,United Kingdom,Female,3,05 to 09,0.932219733990212,78.15789473684211,59.4,4.2892113288366005,1.0109765064964258,0.9999994387500603,4.289208921517001
2014 to 2016,United Kingdom,Female,4,10 to 14,0.92473956078005,73.06666666666666,54.8,3.9551174831285465,1.0187758246178926,1.0109759390859225,3.998528611701033
2014 to 2016,United Kingdom,Female,5,15 to 19,0.909911670523898,67.83783783783784,50.2,7.144146291873213,0.9562244619933158,1.0299578460111092,7.358169526365987
2014 to 2016,United Kingdom,Female,6,20 to 24,0.893846911721545,63.47222222222222,45.7,3.4524497380928025,1.03432132193524,0.9848708871777673,3.4002172364921086
2014 to 2016,United Kingdom,Female,7,25 to 29,0.879693395107951,58.028169014084504,41.2,6.118101158035799,0.9706760656009107,1.018672957961241,6.2323442037624215
2014 to 2016,United Kingdom,Female,8,30 to 34,0.862035382860304,53.47826086956522,36.9,5.569625771357785,0.9816142359571552,0.9888014589678593,5.507254088623567
2014 to 2016,United Kingdom,Female,9,35 to 39,0.8392333975674,48.80597014925374,32.7,5.158282922217289,0.9919928915235556,0.9706215886580556,5.006740764710263
2014 to 2016,United Kingdom,Female,10,40 to 44,0.81309303666216,44.0,28.6,4.806299660777192,1.003741106248389,0.9628497163080918,4.627744264870997
2014 to 2016,United Kingdom,Female,11,45 to 49,0.783044845573609,39.04761904761905,24.6,4.513005737695792,1.0079480439738369,0.9664518393980316,4.361602696409969
2014 to 2016,United Kingdom,Female,12,50 to 54,0.749666700797772,34.26229508196721,20.9,4.291727067795122,1.0162433981816974,0.9741332411161626,4.180713998537227
2014 to 2016,United Kingdom,Female,13,55 to 59,0.714068719162101,29.49152542372881,17.4,5.74253987132191,0.9365797119259058,0.9899564752336399,5.684864529902478
2014 to 2016,United Kingdom,Female,14,60 to 64,0.679230839759062,25.357142857142858,14.2,5.097567546644388,0.9587120459432311,0.9271731503935077,4.726327761565981
2014 to 2016,United Kingdom,Female,15,65 to 69,0.639563558062586,21.132075471698112,11.2,4.542462752824399,0.9874769475520068,0.8888920679573908,4.037759109977502
2014 to 2016,United Kingdom,Female,16,70 to 74,0.592098003713001,16.8,8.4,5.087132137590823,0.8832654453620036,0.8777604259697552,4.465283272056152
2014 to 2016,United Kingdom,Female,17,75 to 79,0.535550591467786,13.26086956521739,6.1,3.7690559704531683,0.9954828892069795,0.7752954535653178,2.9221319581255583
2014 to 2016,United Kingdom,Female,18,80 to 84,0.474316165397853,9.534883720930232,4.1,5.0547452182292,0.6547894734716893,0.7717933581042382,3.9012187863384544
2014 to 2016,United Kingdom,Female,19,85 to 89,0.413638803225502,6.842105263157895,2.6,3.716576024303661,0.6641749632565246,0.505362166582021,1.8782169119088923
2014 to 2016,United Kingdom,Female,20,90+,0.34248340224328,4.705882352941177,1.6,4.705882352941177,0.0,0.3356488984208515,1.5795242278628305
2014 to 2016,United Kingdom,Male,1,<1,0.948891660980308,78.75,63.0,4.956207236688144,0.9357479339167956,1.0,4.956207236688144
2014 to 2016,United Kingdom,Male,2,01 to 04,0.947378858272896,78.86075949367088,62.3,-4.263256414560601e-14,1.0631399317406147,0.9357479339167956,-3.989333381682608e-14
2014 to 2016,United Kingdom,Male,3,05 to 09,0.944057184935106,74.17721518987342,58.6,8.523315508926459,0.9379128525849567,0.9948309945907233,8.479258444955846
2014 to 2016,United Kingdom,Male,4,10 to 14,0.938481040133198,70.0,53.9,3.921985211861184,1.0207173016053963,0.9330647759765149,3.65946625308846
2014 to 2016,United Kingdom,Male,5,15 to 19,0.928932321245176,64.73684210526316,49.2,3.617951282069356,1.0277840385066224,0.9523953603577919,3.4457200150433795
2014 to 2016,United Kingdom,Male,6,20 to 24,0.914125132048168,59.46666666666667,44.6,6.459375317771418,0.9625702160371524,0.9788567497235013,6.322803128797939
2014 to 2016,United Kingdom,Male,7,25 to 29,0.899628491562135,55.06849315068494,40.2,3.065688113939089,1.0458664700127658,0.9422183530507755,2.888547605683027
2014 to 2016,United Kingdom,Male,8,30 to 34,0.881950897112792,49.722222222222214,35.8,5.465455022340379,0.9834837155529297,0.9854345828864565,5.385848390224679
2014 to 2016,United Kingdom,Male,9,35 to 39,0.85947395618121,45.0,31.5,5.0146551574942535,0.9923370252884637,0.9691588650115237,4.859997500861314
2014 to 2016,United Kingdom,Male,10,40 to 44,0.833112695022625,40.294117647058826,27.4,6.601527705451559,0.9319227005125414,0.9617322251374791,6.348901929470645
2014 to 2016,United Kingdom,Male,11,45 to 49,0.802714660967776,36.15384615384615,23.5,4.1865404999511355,1.0223046985763382,0.896260092420055,3.752229175406508
2014 to 2016,United Kingdom,Male,12,50 to 54,0.767230431685795,31.26984126984127,19.7,5.609596463027749,0.9503794372893896,0.9162509036274854,5.139797828234721
2014 to 2016,United Kingdom,Male,13,55 to 59,0.726958404183737,27.0,16.2,3.6745091442668105,1.040675745871173,0.8707860182053843,3.19971118659537
2014 to 2016,United Kingdom,Male,14,60 to 64,0.683647118575764,22.413793103448278,13.0,5.031262927844253,0.93729329378257,0.9062058889900771,4.55936009426992
2014 to 2016,United Kingdom,Male,15,65 to 69,0.642101836668737,18.545454545454543,10.2,4.556554197239928,0.9571352869831052,0.8493807025366714,3.8702492051980686
2014 to 2016,United Kingdom,Male,16,70 to 74,0.595063752582887,14.615384615384615,7.6,5.08079539813593,0.8475190415332164,0.8129722424803485,4.130545628406402
2014 to 2016,United Kingdom,Male,17,75 to 79,0.540208799723349,11.25,5.4,4.490623590366675,0.8261460056218508,0.6890094557400546,3.0940821159319922
2014 to 2016,United Kingdom,Male,18,80 to 84,0.480204900989959,8.181818181818182,3.6,4.535129517368979,0.6183515561457344,0.5692224096953314,2.581497352157196
2014 to 2016,United Kingdom,Male,19,85 to 89,0.418091141035262,5.897435897435897,2.3,3.7759954709670014,0.5152069607138747,0.351979562828133,1.3290732351119752
2014 to 2016,United Kingdom,Male,20,90+,0.342345176300307,4.117647058823529,1.4,4.117647058823529,0.0,0.18134232079808071,0.7467036738744499
2014 to 2016,Wales,Female,1,<1,0.932704033439896,82.10526315789474,62.4,-2.842170943040401e-14,1.0129870129870133,1.0,-2.842170943040401e-14
2014 to 2016,Wales,Female,2,01 to 04,0.930878465512049,81.05263157894737,61.6,4.481054798286536,0.9918598028583009,1.0129870129870133,4.5392503151474015
2014 to 2016,Wales,Female,3,05 to 09,0.925433458226229,77.2,57.9,7.900387241844214,0.9491316569128279,1.0047410989993182,7.937843759890748
2014 to 2016,Wales,Female,4,10 to 14,0.916552818945847,73.01369863013699,53.3,3.7147113443462274,1.0245435491944426,0.9536315840616385,3.5424660636406315
2014 to 2016,Wales,Female,5,15 to 19,0.903342758930692,67.63888888888889,48.7,3.498392660939345,1.0279853797256022,0.9770370877584296,3.418059377279641
2014 to 2016,Wales,Female,6,20 to 24,0.887072607040219,62.394366197183096,44.3,6.332119631872487,0.9694974969940932,1.0043798416653458,6.359853313266116
2014 to 2016,Wales,Female,7,25 to 29,0.869134952836855,57.82608695652174,39.9,5.807728490929115,0.9789971958412096,0.9737437425258764,5.655239276331477
2014 to 2016,Wales,Female,8,30 to 34,0.848328415399048,53.134328358208954,35.6,2.8213654453377828,1.057533615366082,0.9532923934007578,2.6895862180442496
2014 to 2016,Wales,Female,9,35 to 39,0.823969416867232,47.57575757575758,31.4,5.172137672218874,0.9904495159950646,1.0081387512940887,5.21423241439185
2014 to 2016,Wales,Female,10,40 to 44,0.796615230903967,42.8125,27.4,4.848109620090327,0.9973695777772881,0.998510538275099,4.840888546373077
2014 to 2016,Wales,Female,11,45 to 49,0.765946841697369,38.064516129032256,23.6,6.490230076622307,0.9361220487900439,0.9958840339656081,6.463516510071541
2014 to 2016,Wales,Female,12,50 to 54,0.731787027830867,33.72881355932203,19.9,4.169532503506087,1.0211388001100052,0.9322690022331788,3.8871259068224275
2014 to 2016,Wales,Female,13,55 to 59,0.694494298226281,28.94736842105263,16.5,5.621055680382714,0.9400155880568475,0.95197605032014,5.3511103852403235
2014 to 2016,Wales,Female,14,60 to 64,0.655784784938749,24.814814814814813,13.4,3.655021411420801,1.0380276009212157,0.8948723267577214,3.270777514787423
2014 to 2016,Wales,Female,15,65 to 69,0.613342680107161,20.384615384615383,10.6,6.114955952057745,0.8561795659534582,0.9289021744751038,5.680195880685917
2014 to 2016,Wales,Female,16,70 to 74,0.566785275436716,16.666666666666668,8.0,4.281361653943618,0.9609288371940298,0.7953070605553179,3.404997152172153
2014 to 2016,Wales,Female,17,75 to 79,0.515544664511525,12.88888888888889,5.8,4.884714522914212,0.8414644846281072,0.7642334889116235,3.7330624221840045
2014 to 2016,Wales,Female,18,80 to 84,0.46113435490238,9.512195121951219,3.9,4.175020553836305,0.7899018360810073,0.6430753388825595,2.6848527574999332
2014 to 2016,Wales,Female,19,85 to 89,0.405198852093198,6.756756756756757,2.5,3.594074413999163,0.6957901154066707,0.5079663909217498,1.8256690087833576
2014 to 2016,Wales,Female,20,90+,0.32704309561118,4.545454545454546,1.5,4.545454545454546,0.0,0.3534379937621543,1.6065363352825197
2014 to 2016,Wales,Male,1,<1,0.941515679936915,78.58974358974359,61.3,0.0,1.0115511551155116,1.0,0.0
2014 to 2016,Wales,Male,2,01 to 04,0.939325878357866,77.6923076923077,60.6,4.58833041031734,0.9910222272382495,1.0115511551155116,4.641330926608135
2014 to 2016,Wales,Male,3,05 to 09,0.934298960020622,73.76623376623377,56.8,4.232167177446485,1.0123733832850255,1.0024696787079983,4.2426192706133135
2014 to 2016,Wales,Male,4,10 to 14,0.926520628037114,68.6842105263158,52.2,3.8910019350188634,1.0209013958712752,1.0148736202742688,3.9488752202867787
2014 to 2016,Wales,Male,5,15 to 19,0.91517373880075,63.46666666666667,47.6,6.854823699915428,0.9588548808753691,1.0360858955709353,7.102186152107749
2014 to 2016,Wales,Male,6,20 to 24,0.899295801567114,59.04109589041096,43.1,3.2929435811865133,1.0371749266832453,0.9934560179743193,3.2713946175796482
2014 to 2016,Wales,Male,7,25 to 29,0.882275961251668,53.75000000000001,38.7,5.897650971735914,0.9737396604588623,1.0303876726055434,6.07686685860679
2014 to 2016,Wales,Male,8,30 to 34,0.862261110803897,49.142857142857146,34.4,5.392577377159988,0.981854463388583,1.0033293424639191,5.410531114011737
2014 to 2016,Wales,Male,9,35 to 39,0.838786008225902,44.55882352941177,30.3,4.984598512106189,0.9931174338943605,0.9851233931469311,4.910444599721193
2014 to 2016,Wales,Male,10,40 to 44,0.812340285828485,39.84848484848485,26.3,4.624395817486636,1.0019296435483938,0.9783432162713854,4.524246277391819
2014 to 2016,Wales,Male,11,45 to 49,0.781789096057831,35.15625,22.5,4.345935647904657,1.0107087247777309,0.9802310699467783,4.260021150065427
2014 to 2016,Wales,Male,12,50 to 54,0.747279524911048,30.483870967741932,18.9,5.814591120805314,0.9390242006253293,0.990728094693419,5.760678782536721
2014 to 2016,Wales,Male,13,55 to 59,0.706832185602146,26.271186440677965,15.5,5.36759423683754,0.9440331963024708,0.9303176571565434,4.993567694981665
2014 to 2016,Wales,Male,14,60 to 64,0.66340129996993,22.142857142857142,12.4,3.5887558961295873,1.032908729199266,0.8782507514621178,3.1518275625899164
2014 to 2016,Wales,Male,15,65 to 69,0.621973895564108,17.962962962962962,9.7,5.890756503229614,0.8268634561461198,0.9071528676110365,5.343816654303106
2014 to 2016,Wales,Male,16,70 to 74,0.57635854624732,14.6,7.3,4.118145795087321,0.9473983608286459,0.7500915553657251,3.088986384659869
2014 to 2016,Wales,Male,17,75 to 79,0.525020581550684,11.063829787234043,5.2,4.65744562143417,0.787070054655413,0.7106355100248976,3.3097462446010972
2014 to 2016,Wales,Male,18,80 to 84,0.471040129357452,8.13953488372093,3.5,4.017533016424025,0.7307185128389968,0.5593199297153735,2.247086284375478
2014 to 2016,Wales,Male,19,85 to 89,0.413143535945051,5.641025641025641,2.2,3.8561340849473424,0.43347366361901546,0.40870542724282993,1.5760229286940426
2014 to 2016,Wales,Male,20,90+,0.341296541358932,4.117647058823529,1.4,4.117647058823529,0.0,0.17716303888792445,0.7294948660091006
2015 to 2017,England,Female,1,<1,0.939189545963381,83.11688311688312,64.0,4.263256414560601e-14,1.0110584518167451,1.0,4.263256414560601e-14
2015 to 2017,England,Female,2,01 to 04,0.937067028000725,82.20779220779221,63.3,4.6427498747793265,0.9890844324343925,1.0110584518167451,4.694091500566773
2015 to 2017,England,Female,3,05 to 09,0.932525424535768,78.42105263157895,59.6,4.296445431152094,1.0126312459074707,1.0000221749731608,4.296540704714217
2015 to 2017,England,Female,4,10 to 14,0.924522119840677,73.2,54.9,7.526136365360884,0.9531196909202099,1.0126537009781704,7.621369844449095
2015 to 2017,England,Female,5,15 to 19,0.907205330331783,68.9041095890411,50.3,3.6806702814990615,1.025346644136032,0.9651801824855204,3.552510013966296
2015 to 2017,England,Female,6,20 to 24,0.890050116609107,63.611111111111114,45.8,3.532966948819663,1.0303256607542737,0.9896442610981312,3.4963804655487545
